season,date,team1,team2,toss_winner,toss_decision,winner,venue
2011,6/13/2011,West Indies,India,India,field,West Indies,"Sir Vivian Richards Stadium, North Sound"
2011,6/11/2011,West Indies,India,India,field,India,"Sir Vivian Richards Stadium, North Sound"
2011,6/8/2011,West Indies,India,India,field,India,"Queen's Park Oval, Port of Spain"
2011,6/6/2011,West Indies,India,West Indies,bat,India,"Queen's Park Oval, Port of Spain"
2011,5/5/2011,West Indies,Pakistan,Pakistan,bat,West Indies,Providence Stadium
2011,5/2/2011,West Indies,Pakistan,West Indies,field,West Indies,"Kensington Oval, Bridgetown"
2011,4/28/2011,West Indies,Pakistan,Pakistan,field,Pakistan,"Kensington Oval, Bridgetown"
2011,4/25/2011,West Indies,Pakistan,Pakistan,field,Pakistan,"Beausejour Stadium, Gros Islet"
2011,4/23/2011,West Indies,Pakistan,West Indies,bat,Pakistan,"Beausejour Stadium, Gros Islet"
2011,4/13/2011,Bangladesh,Australia,Australia,bat,Australia,Shere Bangla National Stadium
2011,4/11/2011,Bangladesh,Australia,Bangladesh,bat,Australia,Shere Bangla National Stadium
2011,4/9/2011,Bangladesh,Australia,Bangladesh,field,Australia,Shere Bangla National Stadium
2010/11,4/2/2011,India,Sri Lanka,Sri Lanka,bat,India,Wankhede Stadium
2010/11,3/30/2011,India,Pakistan,India,bat,India,"Punjab Cricket Association Stadium, Mohali"
2010/11,3/29/2011,Sri Lanka,New Zealand,New Zealand,bat,Sri Lanka,R Premadasa Stadium
2010/11,3/26/2011,Sri Lanka,England,England,bat,Sri Lanka,R Premadasa Stadium
2010/11,3/25/2011,New Zealand,South Africa,New Zealand,bat,New Zealand,Shere Bangla National Stadium
2010/11,3/24/2011,India,Australia,Australia,bat,India,"Sardar Patel Stadium, Motera"
2010/11,3/23/2011,Pakistan,West Indies,West Indies,bat,Pakistan,Shere Bangla National Stadium
2010/11,3/20/2011,India,West Indies,India,bat,India,"MA Chidambaram Stadium, Chepauk"
2010/11,3/20/2011,Kenya,Zimbabwe,Zimbabwe,bat,Zimbabwe,Eden Gardens
2010/11,3/19/2011,Australia,Pakistan,Australia,bat,Pakistan,R Premadasa Stadium
2010/11,3/19/2011,Bangladesh,South Africa,South Africa,bat,South Africa,Shere Bangla National Stadium
2010/11,3/18/2011,New Zealand,Sri Lanka,Sri Lanka,bat,Sri Lanka,Wankhede Stadium
2010/11,3/18/2011,Ireland,Netherlands,Ireland,field,Ireland,Eden Gardens
2010/11,3/17/2011,England,West Indies,England,bat,England,"MA Chidambaram Stadium, Chepauk"
2010/11,3/16/2011,Australia,Canada,Canada,bat,Australia,M Chinnaswamy Stadium
2010/11,3/15/2011,Ireland,South Africa,Ireland,field,South Africa,Eden Gardens
2010/11,3/14/2011,Pakistan,Zimbabwe,Zimbabwe,bat,Pakistan,Pallekele International Cricket Stadium
2010/11,3/14/2011,Bangladesh,Netherlands,Netherlands,bat,Bangladesh,Zahur Ahmed Chowdhury Stadium
2010/11,3/13/2011,Australia,Kenya,Australia,bat,Australia,M Chinnaswamy Stadium
2010/11,3/13/2011,Canada,New Zealand,Canada,field,New Zealand,Wankhede Stadium
2010/11,3/12/2011,India,South Africa,India,bat,South Africa,"Vidarbha Cricket Association Stadium, Jamtha"
2010/11,3/11/2011,Ireland,West Indies,Ireland,field,West Indies,"Punjab Cricket Association Stadium, Mohali"
2010/11,3/11/2011,Bangladesh,England,Bangladesh,field,Bangladesh,Zahur Ahmed Chowdhury Stadium
2010/11,3/10/2011,Sri Lanka,Zimbabwe,Zimbabwe,field,Sri Lanka,Pallekele International Cricket Stadium
2010/11,3/9/2011,India,Netherlands,Netherlands,bat,India,Feroz Shah Kotla
2010/11,3/8/2011,New Zealand,Pakistan,New Zealand,bat,New Zealand,Pallekele International Cricket Stadium
2010/11,3/7/2011,Canada,Kenya,Kenya,bat,Canada,Feroz Shah Kotla
2010/11,3/6/2011,India,Ireland,India,field,India,M Chinnaswamy Stadium
2010/11,3/6/2011,England,South Africa,England,bat,England,"MA Chidambaram Stadium, Chepauk"
2010/11,3/5/2011,Sri Lanka,Australia,Sri Lanka,bat,,R Premadasa Stadium
2010/11,3/4/2011,New Zealand,Zimbabwe,Zimbabwe,bat,New Zealand,"Sardar Patel Stadium, Motera"
2010/11,3/4/2011,Bangladesh,West Indies,Bangladesh,bat,West Indies,Shere Bangla National Stadium
2010/11,3/3/2011,Netherlands,South Africa,Netherlands,field,South Africa,"Punjab Cricket Association Stadium, Mohali"
2010/11,3/3/2011,Canada,Pakistan,Pakistan,bat,Pakistan,R Premadasa Stadium
2010/11,3/2/2011,England,Ireland,England,bat,Ireland,M Chinnaswamy Stadium
2010/11,3/1/2011,Sri Lanka,Kenya,Kenya,bat,Sri Lanka,R Premadasa Stadium
2010/11,2/28/2011,Netherlands,West Indies,Netherlands,field,West Indies,Feroz Shah Kotla
2010/11,2/28/2011,Canada,Zimbabwe,Zimbabwe,bat,Zimbabwe,"Vidarbha Cricket Association Stadium, Jamtha"
2010/11,2/27/2011,India,England,India,bat,,M Chinnaswamy Stadium
2010/11,2/26/2011,Sri Lanka,Pakistan,Pakistan,bat,Pakistan,R Premadasa Stadium
2010/11,2/25/2011,Bangladesh,Ireland,Bangladesh,bat,Bangladesh,Shere Bangla National Stadium
2010/11,2/25/2011,Australia,New Zealand,Australia,field,Australia,"Vidarbha Cricket Association Stadium, Jamtha"
2010/11,2/24/2011,South Africa,West Indies,South Africa,field,South Africa,Feroz Shah Kotla
2010/11,2/23/2011,Kenya,Pakistan,Pakistan,bat,Pakistan,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
2010/11,2/22/2011,England,Netherlands,Netherlands,bat,England,"Vidarbha Cricket Association Stadium, Jamtha"
2010/11,2/21/2011,Australia,Zimbabwe,Australia,bat,Australia,"Sardar Patel Stadium, Motera"
2010/11,2/20/2011,Kenya,New Zealand,Kenya,bat,New Zealand,"MA Chidambaram Stadium, Chepauk"
2010/11,2/20/2011,Sri Lanka,Canada,Sri Lanka,bat,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
2010/11,2/19/2011,Bangladesh,India,Bangladesh,field,India,Shere Bangla National Stadium
2010/11,2/6/2011,Sri Lanka,West Indies,West Indies,field,Sri Lanka,Sinhalese Sports Club Ground
2010/11,2/6/2011,Australia,England,Australia,bat,Australia,Western Australia Cricket Association Ground
2010/11,2/5/2011,New Zealand,Pakistan,Pakistan,field,New Zealand,Eden Park
2010/11,2/3/2011,New Zealand,Pakistan,New Zealand,field,Pakistan,Seddon Park
2010/11,2/3/2011,Sri Lanka,West Indies,Sri Lanka,field,Sri Lanka,Sinhalese Sports Club Ground
2010/11,2/2/2011,Australia,England,England,bat,Australia,Sydney Cricket Ground
2010/11,2/1/2011,New Zealand,Pakistan,New Zealand,bat,Pakistan,McLean Park
2010/11,1/31/2011,Sri Lanka,West Indies,West Indies,bat,,Sinhalese Sports Club Ground
2010/11,1/30/2011,Australia,England,Australia,bat,Australia,"Brisbane Cricket Ground, Woolloongabba"
2010/11,1/29/2011,New Zealand,Pakistan,New Zealand,field,Pakistan,AMI Stadium
2010/11,1/26/2011,New Zealand,Pakistan,New Zealand,field,,Queenstown Events Centre
2010/11,1/26/2011,Australia,England,England,bat,England,Adelaide Oval
2010/11,1/23/2011,South Africa,India,India,field,South Africa,SuperSport Park
2010/11,1/23/2011,Australia,England,England,bat,Australia,Sydney Cricket Ground
2010/11,1/22/2011,New Zealand,Pakistan,Pakistan,bat,New Zealand,Westpac Stadium
2010/11,1/21/2011,Australia,England,England,field,Australia,Bellerive Oval
2010/11,1/21/2011,South Africa,India,South Africa,bat,South Africa,St George's Park
2010/11,1/18/2011,South Africa,India,South Africa,bat,India,Newlands
2010/11,1/16/2011,Australia,England,England,bat,Australia,Melbourne Cricket Ground
2010/11,1/15/2011,South Africa,India,India,bat,India,New Wanderers Stadium
2010/11,1/12/2011,South Africa,India,South Africa,bat,South Africa,Kingsmead
2010/11,12/12/2010,Bangladesh,Zimbabwe,Zimbabwe,bat,Bangladesh,Zahur Ahmed Chowdhury Stadium
2010/11,12/10/2010,India,New Zealand,New Zealand,bat,India,"MA Chidambaram Stadium, Chepauk"
2010/11,12/7/2010,India,New Zealand,India,field,India,M Chinnaswamy Stadium
2010/11,12/6/2010,Bangladesh,Zimbabwe,Zimbabwe,field,Bangladesh,Shere Bangla National Stadium
2010/11,12/4/2010,India,New Zealand,India,field,India,Reliance Stadium
2010/11,12/3/2010,Bangladesh,Zimbabwe,Bangladesh,field,Bangladesh,Shere Bangla National Stadium
2010/11,12/1/2010,India,New Zealand,India,field,India,Sawai Mansingh Stadium
2010/11,12/1/2010,Bangladesh,Zimbabwe,Bangladesh,field,Zimbabwe,Shere Bangla National Stadium
2010/11,11/28/2010,India,New Zealand,New Zealand,field,India,Nehru Stadium
2010/11,11/8/2010,Pakistan,South Africa,South Africa,bat,South Africa,Dubai International Cricket Stadium
2010/11,11/7/2010,Australia,Sri Lanka,Sri Lanka,bat,Australia,"Brisbane Cricket Ground, Woolloongabba"
2010/11,11/5/2010,Australia,Sri Lanka,Sri Lanka,bat,Sri Lanka,Sydney Cricket Ground
2010/11,11/5/2010,Pakistan,South Africa,South Africa,bat,Pakistan,Dubai International Cricket Stadium
2010/11,11/3/2010,Australia,Sri Lanka,Australia,bat,Sri Lanka,Melbourne Cricket Ground
2010/11,11/2/2010,Pakistan,South Africa,Pakistan,field,South Africa,Dubai International Cricket Stadium
2010/11,10/31/2010,Pakistan,South Africa,South Africa,bat,Pakistan,Sheikh Zayed Stadium
2010/11,10/29/2010,Pakistan,South Africa,Pakistan,bat,South Africa,Sheikh Zayed Stadium
2010/11,10/22/2010,South Africa,Zimbabwe,South Africa,bat,South Africa,Willowmoore Park
2010/11,10/20/2010,India,Australia,India,field,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
2010/11,10/17/2010,Bangladesh,New Zealand,Bangladesh,bat,Bangladesh,Shere Bangla National Stadium
2010/11,10/17/2010,South Africa,Zimbabwe,Zimbabwe,bat,South Africa,Senwes Park
2010/11,10/15/2010,South Africa,Zimbabwe,South Africa,bat,South Africa,OUTsurance Oval
2010/11,10/14/2010,Bangladesh,New Zealand,New Zealand,field,Bangladesh,Shere Bangla National Stadium
2010/11,10/11/2010,Bangladesh,New Zealand,Bangladesh,field,Bangladesh,Shere Bangla National Stadium
2010/11,10/5/2010,Bangladesh,New Zealand,Bangladesh,bat,Bangladesh,Shere Bangla National Stadium
2010,9/22/2010,England,Pakistan,England,bat,England,The Rose Bowl
2010,9/20/2010,England,Pakistan,Pakistan,bat,Pakistan,Lord's
2010,9/17/2010,England,Pakistan,Pakistan,bat,Pakistan,Kennington Oval
2010,9/12/2010,England,Pakistan,Pakistan,bat,England,Headingley
2010,9/10/2010,England,Pakistan,Pakistan,field,England,Riverside Ground
2010,9/6/2010,Canada,Ireland,Ireland,bat,Canada,"Toronto Cricket, Skating and Curling Club"
2010,8/28/2010,Sri Lanka,India,Sri Lanka,bat,Sri Lanka,Rangiri Dambulla International Stadium
2010,8/25/2010,India,New Zealand,India,bat,India,Rangiri Dambulla International Stadium
2010,8/22/2010,Sri Lanka,India,India,bat,Sri Lanka,Rangiri Dambulla International Stadium
2010,8/20/2010,Sri Lanka,New Zealand,New Zealand,field,,Rangiri Dambulla International Stadium
2010,8/18/2010,Ireland,Netherlands,Netherlands,bat,Ireland,Clontarf Cricket Club Ground
2010,8/17/2010,Scotland,Afghanistan,Afghanistan,bat,Scotland,Cambusdoon New Ground
2010,8/16/2010,Sri Lanka,India,Sri Lanka,bat,India,Rangiri Dambulla International Stadium
2010,8/16/2010,Scotland,Afghanistan,Scotland,bat,Afghanistan,Cambusdoon New Ground
2010,8/13/2010,Sri Lanka,New Zealand,New Zealand,bat,Sri Lanka,Rangiri Dambulla International Stadium
2010,8/10/2010,India,New Zealand,New Zealand,bat,New Zealand,Rangiri Dambulla International Stadium
2010,7/16/2010,Ireland,Bangladesh,Ireland,bat,Bangladesh,"Civil Service Cricket Club, Stormont"
2010,7/12/2010,England,Bangladesh,Bangladesh,field,England,Edgbaston
2010,7/10/2010,England,Bangladesh,England,field,Bangladesh,County Ground
2010,7/8/2010,England,Bangladesh,Bangladesh,bat,England,Trent Bridge
2010,7/7/2010,Canada,Ireland,Canada,bat,Ireland,VRA Ground
2010,7/3/2010,England,Australia,Australia,bat,Australia,Lord's
2010,6/30/2010,England,Australia,England,field,Australia,Kennington Oval
2010,6/27/2010,England,Australia,England,field,England,Old Trafford
2010,6/24/2010,Sri Lanka,India,India,bat,India,Rangiri Dambulla International Stadium
2010,6/24/2010,England,Australia,Australia,bat,England,Sophia Gardens
2010,6/22/2010,Sri Lanka,India,Sri Lanka,field,Sri Lanka,Rangiri Dambulla International Stadium
2010,6/22/2010,England,Australia,Australia,bat,England,The Rose Bowl
2010,6/21/2010,Bangladesh,Pakistan,Pakistan,bat,Pakistan,Rangiri Dambulla International Stadium
2010,6/19/2010,India,Pakistan,Pakistan,bat,India,Rangiri Dambulla International Stadium
2010,6/18/2010,Sri Lanka,Bangladesh,Sri Lanka,bat,Sri Lanka,Rangiri Dambulla International Stadium
2010,6/17/2010,Ireland,Australia,Australia,bat,Australia,Clontarf Cricket Club Ground
2010,6/16/2010,Bangladesh,India,Bangladesh,bat,India,Rangiri Dambulla International Stadium
2010,6/15/2010,Sri Lanka,Pakistan,Sri Lanka,bat,Sri Lanka,Rangiri Dambulla International Stadium
2010,6/9/2010,Zimbabwe,Sri Lanka,Sri Lanka,field,Sri Lanka,Harare Sports Club
2010,6/7/2010,Zimbabwe,Sri Lanka,Zimbabwe,field,Zimbabwe,Harare Sports Club
2010,6/5/2010,India,Sri Lanka,Sri Lanka,field,Sri Lanka,Harare Sports Club
2010,6/3/2010,West Indies,South Africa,West Indies,bat,South Africa,"Queen's Park Oval, Port of Spain"
2010,6/3/2010,Zimbabwe,India,Zimbabwe,field,Zimbabwe,Harare Sports Club
2010,6/1/2010,Zimbabwe,Sri Lanka,Sri Lanka,field,Sri Lanka,Queens Sports Club
2010,5/30/2010,India,Sri Lanka,India,field,India,Queens Sports Club
2010,5/30/2010,West Indies,South Africa,West Indies,bat,South Africa,"Windsor Park, Roseau"
2010,5/28/2010,West Indies,South Africa,South Africa,bat,South Africa,"Windsor Park, Roseau"
2010,5/28/2010,Zimbabwe,India,India,bat,Zimbabwe,Queens Sports Club
2010,5/24/2010,West Indies,South Africa,South Africa,bat,South Africa,"Sir Vivian Richards Stadium, North Sound"
2010,5/22/2010,West Indies,South Africa,West Indies,field,South Africa,"Sir Vivian Richards Stadium, North Sound"
2009/10,3/14/2010,West Indies,Zimbabwe,West Indies,field,West Indies,"Arnos Vale Ground, Kingstown"
2009/10,3/13/2010,New Zealand,Australia,Australia,field,New Zealand,Westpac Stadium
2009/10,3/12/2010,West Indies,Zimbabwe,West Indies,field,West Indies,"Arnos Vale Ground, Kingstown"
2009/10,3/11/2010,New Zealand,Australia,Australia,field,Australia,Eden Park
2009/10,3/10/2010,West Indies,Zimbabwe,Zimbabwe,field,West Indies,"Arnos Vale Ground, Kingstown"
2009/10,3/9/2010,New Zealand,Australia,Australia,field,Australia,Seddon Park
2009/10,3/6/2010,New Zealand,Australia,Australia,bat,Australia,Eden Park
2009/10,3/6/2010,West Indies,Zimbabwe,Zimbabwe,bat,West Indies,Providence Stadium
2009/10,3/5/2010,Bangladesh,England,Bangladesh,field,England,Zohur Ahmed Chowdhury Stadium
2009/10,3/4/2010,West Indies,Zimbabwe,Zimbabwe,bat,Zimbabwe,Providence Stadium
2009/10,3/3/2010,New Zealand,Australia,Australia,bat,New Zealand,McLean Park
2009/10,3/2/2010,Bangladesh,England,England,field,England,Shere Bangla National Stadium
2009/10,2/28/2010,Bangladesh,England,England,field,England,Shere Bangla National Stadium
2009/10,2/27/2010,India,South Africa,South Africa,bat,South Africa,"Sardar Patel Stadium, Motera"
2009/10,2/24/2010,India,South Africa,India,bat,India,Captain Roop Singh Stadium
2009/10,2/21/2010,India,South Africa,South Africa,field,India,Sawai Mansingh Stadium
2009/10,2/19/2010,Australia,West Indies,Australia,bat,Australia,Melbourne Cricket Ground
2009/10,2/14/2010,Australia,West Indies,West Indies,field,Australia,"Brisbane Cricket Ground, Woolloongabba"
2009/10,2/12/2010,Australia,West Indies,West Indies,field,,Sydney Cricket Ground
2009/10,2/11/2010,New Zealand,Bangladesh,New Zealand,field,New Zealand,AMI Stadium
2009/10,2/9/2010,Australia,West Indies,West Indies,bat,Australia,Adelaide Oval
2009/10,2/8/2010,New Zealand,Bangladesh,New Zealand,field,New Zealand,University Oval
2009/10,2/7/2010,Australia,West Indies,West Indies,field,Australia,Melbourne Cricket Ground
2009/10,2/5/2010,New Zealand,Bangladesh,New Zealand,bat,New Zealand,McLean Park
2009/10,1/31/2010,Australia,Pakistan,Pakistan,bat,Australia,Western Australia Cricket Association Ground
2009/10,1/29/2010,Australia,Pakistan,Australia,bat,Australia,Western Australia Cricket Association Ground
2009/10,1/26/2010,Australia,Pakistan,Australia,bat,Australia,Adelaide Oval
2009/10,1/24/2010,Australia,Pakistan,Pakistan,field,Australia,Sydney Cricket Ground
2009/10,1/22/2010,Australia,Pakistan,Pakistan,bat,Australia,"Brisbane Cricket Ground, Woolloongabba"
2009/10,1/13/2010,India,Sri Lanka,Sri Lanka,field,Sri Lanka,Shere Bangla National Stadium
2009/10,1/11/2010,Bangladesh,India,India,field,India,Shere Bangla National Stadium
2009/10,1/10/2010,India,Sri Lanka,Sri Lanka,bat,India,Shere Bangla National Stadium
2009/10,1/8/2010,Bangladesh,Sri Lanka,Sri Lanka,field,Sri Lanka,Shere Bangla National Stadium
2009/10,1/7/2010,Bangladesh,India,Bangladesh,bat,India,Shere Bangla National Stadium
2009/10,1/5/2010,India,Sri Lanka,Sri Lanka,field,Sri Lanka,Shere Bangla National Stadium
2009/10,1/4/2010,Bangladesh,Sri Lanka,Sri Lanka,field,Sri Lanka,Shere Bangla National Stadium
2009/10,12/27/2009,India,Sri Lanka,India,field,,Feroz Shah Kotla
2009/10,12/24/2009,India,Sri Lanka,Sri Lanka,bat,India,Eden Gardens
2009/10,12/21/2009,India,Sri Lanka,Sri Lanka,bat,India,Barabati Stadium
2009/10,12/18/2009,India,Sri Lanka,India,bat,Sri Lanka,"Vidarbha Cricket Association Stadium, Jamtha"
2009/10,12/15/2009,India,Sri Lanka,Sri Lanka,field,India,Madhavrao Scindia Cricket Ground
2009/10,11/29/2009,South Africa,England,South Africa,bat,England,St George's Park
2009/10,11/27/2009,South Africa,England,South Africa,bat,South Africa,Newlands
2009/10,11/22/2009,South Africa,England,England,field,England,SuperSport Park
2009/10,11/10/2009,South Africa,Zimbabwe,Zimbabwe,field,South Africa,SuperSport Park
2009/10,11/9/2009,New Zealand,Pakistan,New Zealand,bat,New Zealand,Sheikh Zayed Stadium
2009/10,11/8/2009,South Africa,Zimbabwe,Zimbabwe,field,South Africa,Willowmoore Park
2009/10,11/8/2009,India,Australia,India,bat,Australia,Nehru Stadium
2009/10,11/6/2009,New Zealand,Pakistan,New Zealand,bat,New Zealand,Sheikh Zayed Stadium
2009/10,11/5/2009,India,Australia,Australia,bat,Australia,"Rajiv Gandhi International Stadium, Uppal"
2009/10,11/5/2009,Bangladesh,Zimbabwe,Bangladesh,field,Bangladesh,Zohur Ahmed Chowdhury Stadium
2009/10,11/3/2009,New Zealand,Pakistan,Pakistan,bat,Pakistan,Sheikh Zayed Stadium
2009/10,11/3/2009,Bangladesh,Zimbabwe,Zimbabwe,bat,Bangladesh,Zohur Ahmed Chowdhury Stadium
2009/10,11/2/2009,India,Australia,India,field,Australia,"Punjab Cricket Association Stadium, Mohali"
2009/10,10/31/2009,Bangladesh,Zimbabwe,Bangladesh,field,Bangladesh,Shere Bangla National Stadium
2009/10,10/31/2009,India,Australia,Australia,bat,India,Feroz Shah Kotla
2009/10,10/29/2009,Bangladesh,Zimbabwe,Zimbabwe,bat,Bangladesh,Shere Bangla National Stadium
2009/10,10/28/2009,India,Australia,Australia,field,India,"Vidarbha Cricket Association Stadium, Jamtha"
2009/10,10/27/2009,Bangladesh,Zimbabwe,Zimbabwe,field,Zimbabwe,Shere Bangla National Stadium
2009/10,10/25/2009,India,Australia,Australia,bat,Australia,Reliance Stadium
2009/10,10/5/2009,Australia,New Zealand,New Zealand,bat,Australia,SuperSport Park
2009/10,10/3/2009,New Zealand,Pakistan,Pakistan,bat,New Zealand,New Wanderers Stadium
2009/10,10/2/2009,Australia,England,England,bat,Australia,SuperSport Park
2009/10,9/30/2009,India,West Indies,India,field,India,New Wanderers Stadium
2009/10,9/30/2009,Australia,Pakistan,Australia,field,Australia,SuperSport Park
2009/10,9/29/2009,England,New Zealand,New Zealand,field,New Zealand,New Wanderers Stadium
2009/10,9/28/2009,Australia,India,Australia,bat,,SuperSport Park
